[2026-01-16 22:15:54.946] V:0.924V | I:-0.000A | mAh:-0.01
[2026-01-17 00:28:06.809] V:4.148V | I:0.294A | mAh:1102.28
[2026-01-17 00:28:07.817] V:4.148V | I:0.292A | mAh:1102.36
[2026-01-17 00:28:08.824] V:4.148V | I:0.294A | mAh:1102.45
[2026-01-17 00:28:09.830] V:4.148V | I:0.295A | mAh:1102.53
[2026-01-17 00:28:10.824] V:4.148V | I:0.292A | mAh:1102.61
[2026-01-17 00:28:11.828] V:4.148V | I:0.295A | mAh:1102.69
[2026-01-17 00:28:12.834] V:4.148V | I:0.294A | mAh:1102.77
[2026-01-17 00:28:13.825] V:4.148V | I:0.292A | mAh:1102.85
[2026-01-17 00:28:14.835] V:4.148V | I:0.295A | mAh:1102.94
[2026-01-17 00:28:15.827] V:4.148V | I:0.296A | mAh:1103.02
[2026-01-17 00:28:16.839] V:4.148V | I:0.295A | mAh:1103.10
[2026-01-17 00:28:17.831] V:4.148V | I:0.295A | mAh:1103.18
[2026-01-17 00:28:18.838] V:4.148V | I:0.295A | mAh:1103.26
[2026-01-17 00:28:19.847] V:4.148V | I:0.292A | mAh:1103.35
[2026-01-17 00:28:20.836] V:4.148V | I:0.294A | mAh:1103.43
[2026-01-17 00:28:21.845] V:4.148V | I:0.295A | mAh:1103.51
[2026-01-17 00:28:22.853] V:4.148V | I:0.294A | mAh:1103.59
[2026-01-17 00:28:23.847] V:4.148V | I:0.293A | mAh:1103.67
[2026-01-17 00:28:24.852] V:4.148V | I:0.292A | mAh:1103.75
[2026-01-17 00:28:25.854] V:4.148V | I:0.294A | mAh:1103.84
[2026-01-17 00:28:26.858] V:4.148V | I:0.293A | mAh:1103.92
[2026-01-17 00:28:27.852] V:4.148V | I:0.293A | mAh:1104.00
[2026-01-17 00:28:28.860] V:4.152V | I:0.292A | mAh:1104.08
[2026-01-17 00:28:29.853] V:4.148V | I:0.293A | mAh:1104.16
[2026-01-17 00:28:30.863] V:4.148V | I:0.292A | mAh:1104.24
[2026-01-17 00:28:31.866] V:4.148V | I:0.289A | mAh:1104.32
[2026-01-17 00:28:32.875] V:4.148V | I:0.291A | mAh:1104.40
[2026-01-17 00:28:33.864] V:4.148V | I:0.290A | mAh:1104.49
[2026-01-17 00:28:34.872] V:4.152V | I:0.291A | mAh:1104.57
[2026-01-17 00:28:35.880] V:4.152V | I:0.289A | mAh:1104.65
[2026-01-17 00:28:36.871] V:4.148V | I:0.291A | mAh:1104.73
[2026-01-17 00:28:37.875] V:4.148V | I:0.290A | mAh:1104.81
[2026-01-17 00:28:38.883] V:4.148V | I:0.290A | mAh:1104.89
[2026-01-17 00:28:39.878] V:4.148V | I:0.291A | mAh:1104.97
[2026-01-17 00:28:40.883] V:4.152V | I:0.291A | mAh:1105.05
[2026-01-17 00:28:41.888] V:4.152V | I:0.289A | mAh:1105.13
[2026-01-17 00:28:42.881] V:4.148V | I:0.289A | mAh:1105.21
[2026-01-17 00:28:43.888] V:4.152V | I:0.288A | mAh:1105.29
[2026-01-17 00:28:44.894] V:4.148V | I:0.288A | mAh:1105.37
[2026-01-17 00:28:45.896] V:4.148V | I:0.293A | mAh:1105.45
[2026-01-17 00:28:46.898] V:4.152V | I:0.292A | mAh:1105.54
[2026-01-17 00:28:47.899] V:4.148V | I:0.292A | mAh:1105.62
[2026-01-17 00:28:48.902] V:4.148V | I:0.289A | mAh:1105.70
[2026-01-17 00:28:49.905] V:4.148V | I:0.292A | mAh:1105.78
[2026-01-17 00:28:50.910] V:4.152V | I:0.289A | mAh:1105.86
[2026-01-17 00:28:51.901] V:4.148V | I:0.290A | mAh:1105.94
[2026-01-17 00:28:52.903] V:4.148V | I:0.290A | mAh:1106.02
[2026-01-17 00:28:53.905] V:4.148V | I:0.289A | mAh:1106.10
[2026-01-17 00:28:54.909] V:4.148V | I:0.290A | mAh:1106.18
[2026-01-17 00:28:55.918] V:4.148V | I:0.288A | mAh:1106.26
[2026-01-17 00:28:56.923] V:4.148V | I:0.290A | mAh:1106.34
[2026-01-17 00:28:57.916] V:4.148V | I:0.289A | mAh:1106.42
[2026-01-17 00:28:58.925] V:4.148V | I:0.289A | mAh:1106.50
[2026-01-17 00:28:59.916] V:4.152V | I:0.289A | mAh:1106.58
[2026-01-17 00:29:00.919] V:4.148V | I:0.289A | mAh:1106.66
[2026-01-17 00:29:01.921] V:4.148V | I:0.288A | mAh:1106.74
[2026-01-17 00:29:02.923] V:4.148V | I:0.288A | mAh:1106.82
[2026-01-17 00:29:03.926] V:4.148V | I:0.287A | mAh:1106.90
[2026-01-17 00:29:04.928] V:4.148V | I:0.285A | mAh:1106.98
[2026-01-17 00:29:05.930] V:4.152V | I:0.290A | mAh:1107.06
[2026-01-17 00:29:06.938] V:4.152V | I:0.288A | mAh:1107.15
[2026-01-17 00:29:07.932] V:4.152V | I:0.288A | mAh:1107.23
[2026-01-17 00:29:08.938] V:4.152V | I:0.288A | mAh:1107.31
[2026-01-17 00:29:09.946] V:4.148V | I:0.287A | mAh:1107.39
[2026-01-17 00:29:10.935] V:4.152V | I:0.288A | mAh:1107.47
[2026-01-17 00:29:11.940] V:4.152V | I:0.289A | mAh:1107.55
[2026-01-17 00:29:12.948] V:4.152V | I:0.289A | mAh:1107.63
[2026-01-17 00:29:13.956] V:4.152V | I:0.289A | mAh:1107.71
[2026-01-17 00:29:14.947] V:4.152V | I:0.289A | mAh:1107.79
[2026-01-17 00:29:15.952] V:4.148V | I:0.287A | mAh:1107.87
[2026-01-17 00:29:16.962] V:4.148V | I:0.288A | mAh:1107.95
[2026-01-17 00:29:17.963] V:4.148V | I:0.286A | mAh:1108.03
[2026-01-17 00:29:18.954] V:4.148V | I:0.288A | mAh:1108.11
[2026-01-17 00:29:19.960] V:4.152V | I:0.288A | mAh:1108.19
[2026-01-17 00:29:20.968] V:4.152V | I:0.287A | mAh:1108.27
[2026-01-17 00:29:21.972] V:4.148V | I:0.288A | mAh:1108.35
[2026-01-17 00:29:22.966] V:4.148V | I:0.286A | mAh:1108.43
[2026-01-17 00:29:23.976] V:4.148V | I:0.287A | mAh:1108.51
[2026-01-17 00:29:24.975] V:4.148V | I:0.285A | mAh:1108.59
[2026-01-17 00:29:25.976] V:4.148V | I:0.286A | mAh:1108.66
[2026-01-17 00:29:26.977] V:4.152V | I:0.286A | mAh:1108.74
[2026-01-17 00:29:27.980] V:4.148V | I:0.288A | mAh:1108.82
[2026-01-17 00:29:28.979] V:4.148V | I:0.285A | mAh:1108.90
[2026-01-17 00:29:29.978] V:4.152V | I:0.286A | mAh:1108.98
[2026-01-17 00:29:30.981] V:4.148V | I:0.286A | mAh:1109.06
[2026-01-17 00:29:31.982] V:4.152V | I:0.286A | mAh:1109.14
[2026-01-17 00:29:32.985] V:4.148V | I:0.286A | mAh:1109.22
[2026-01-17 00:29:33.988] V:4.152V | I:0.286A | mAh:1109.30
[2026-01-17 00:29:34.991] V:4.148V | I:0.286A | mAh:1109.38
[2026-01-17 00:29:35.993] V:4.148V | I:0.286A | mAh:1109.46
[2026-01-17 00:29:36.995] V:4.148V | I:0.284A | mAh:1109.54
[2026-01-17 00:29:37.997] V:4.152V | I:0.285A | mAh:1109.62
[2026-01-17 00:29:39.001] V:4.152V | I:0.287A | mAh:1109.70
[2026-01-17 00:29:40.006] V:4.152V | I:0.285A | mAh:1109.78
[2026-01-17 00:29:41.011] V:4.148V | I:0.284A | mAh:1109.86
[2026-01-17 00:29:42.003] V:4.148V | I:0.286A | mAh:1109.94
[2026-01-17 00:29:43.012] V:4.152V | I:0.285A | mAh:1110.02
[2026-01-17 00:29:44.005] V:4.152V | I:0.283A | mAh:1110.10
[2026-01-17 00:29:45.013] V:4.152V | I:0.286A | mAh:1110.17
[2026-01-17 00:29:46.020] V:4.148V | I:0.284A | mAh:1110.25
[2026-01-17 00:29:47.009] V:4.152V | I:0.285A | mAh:1110.33
[2026-01-17 00:29:48.012] V:4.152V | I:0.281A | mAh:1110.41
[2026-01-17 00:29:49.019] V:4.152V | I:0.285A | mAh:1110.49
[2026-01-17 00:29:50.025] V:4.152V | I:0.285A | mAh:1110.57
[2026-01-17 00:29:51.017] V:4.152V | I:0.285A | mAh:1110.65
[2026-01-17 00:29:52.021] V:4.152V | I:0.284A | mAh:1110.73
[2026-01-17 00:29:53.030] V:4.148V | I:0.285A | mAh:1110.81
[2026-01-17 00:29:54.035] V:4.152V | I:0.282A | mAh:1110.89
[2026-01-17 00:29:55.037] V:4.152V | I:0.284A | mAh:1110.97
[2026-01-17 00:29:56.031] V:4.152V | I:0.283A | mAh:1111.04
[2026-01-17 00:29:57.040] V:4.148V | I:0.285A | mAh:1111.12
[2026-01-17 00:29:58.033] V:4.152V | I:0.283A | mAh:1111.20
[2026-01-17 00:29:59.041] V:4.148V | I:0.285A | mAh:1111.28
[2026-01-17 00:30:00.048] V:4.152V | I:0.284A | mAh:1111.36
[2026-01-17 00:30:01.038] V:4.148V | I:0.285A | mAh:1111.44
[2026-01-17 00:30:02.045] V:4.152V | I:0.283A | mAh:1111.52
[2026-01-17 00:30:03.050] V:4.152V | I:0.285A | mAh:1111.60
[2026-01-17 00:30:04.055] V:4.152V | I:0.282A | mAh:1111.68
[2026-01-17 00:30:05.050] V:4.148V | I:0.281A | mAh:1111.75
[2026-01-17 00:30:06.056] V:4.152V | I:0.285A | mAh:1111.83
[2026-01-17 00:30:07.049] V:4.148V | I:0.283A | mAh:1111.91
[2026-01-17 00:30:08.057] V:4.152V | I:0.282A | mAh:1111.99
[2026-01-17 00:30:09.065] V:4.152V | I:0.282A | mAh:1112.07
[2026-01-17 00:30:10.055] V:4.152V | I:0.282A | mAh:1112.15
[2026-01-17 00:30:11.055] V:4.152V | I:0.282A | mAh:1112.23
[2026-01-17 00:30:12.073] V:4.148V | I:0.284A | mAh:1112.31
[2026-01-17 00:30:13.069] V:4.152V | I:0.283A | mAh:1112.38
[2026-01-17 00:30:14.070] V:4.152V | I:0.282A | mAh:1112.46
[2026-01-17 00:30:15.067] V:4.152V | I:0.282A | mAh:1112.54
[2026-01-17 00:30:16.072] V:4.156V | I:0.283A | mAh:1112.62
[2026-01-17 00:30:17.079] V:4.152V | I:0.281A | mAh:1112.70
[2026-01-17 00:30:18.085] V:4.152V | I:0.282A | mAh:1112.78
[2026-01-17 00:30:19.074] V:4.152V | I:0.282A | mAh:1112.86
[2026-01-17 00:30:20.080] V:4.152V | I:0.283A | mAh:1112.93
[2026-01-17 00:30:21.088] V:4.152V | I:0.281A | mAh:1113.01
[2026-01-17 00:30:22.092] V:4.156V | I:0.283A | mAh:1113.09
[2026-01-17 00:30:23.083] V:4.152V | I:0.282A | mAh:1113.17
[2026-01-17 00:30:24.092] V:4.152V | I:0.281A | mAh:1113.25
[2026-01-17 00:30:25.085] V:4.152V | I:0.281A | mAh:1113.33
[2026-01-17 00:30:26.089] V:4.156V | I:0.281A | mAh:1113.40
[2026-01-17 00:30:27.096] V:4.152V | I:0.282A | mAh:1113.48
[2026-01-17 00:30:28.089] V:4.148V | I:0.279A | mAh:1113.56
[2026-01-17 00:30:29.096] V:4.152V | I:0.280A | mAh:1113.64
[2026-01-17 00:30:30.103] V:4.152V | I:0.278A | mAh:1113.72
[2026-01-17 00:30:31.110] V:4.152V | I:0.281A | mAh:1113.79
[2026-01-17 00:30:32.099] V:4.152V | I:0.281A | mAh:1113.87
[2026-01-17 00:30:33.106] V:4.152V | I:0.281A | mAh:1113.95
[2026-01-17 00:30:34.110] V:4.152V | I:0.280A | mAh:1114.03
[2026-01-17 00:30:35.117] V:4.152V | I:0.279A | mAh:1114.11
[2026-01-17 00:30:36.106] V:4.152V | I:0.280A | mAh:1114.18
[2026-01-17 00:30:37.122] V:4.152V | I:0.281A | mAh:1114.26
[2026-01-17 00:30:38.123] V:4.152V | I:0.278A | mAh:1114.34
[2026-01-17 00:30:39.127] V:4.152V | I:0.280A | mAh:1114.42
[2026-01-17 00:30:40.114] V:4.152V | I:0.278A | mAh:1114.49
[2026-01-17 00:30:41.118] V:4.152V | I:0.279A | mAh:1114.57
[2026-01-17 00:30:42.118] V:4.152V | I:0.280A | mAh:1114.65
[2026-01-17 00:30:43.119] V:4.156V | I:0.279A | mAh:1114.73
[2026-01-17 00:30:44.124] V:4.152V | I:0.280A | mAh:1114.81
[2026-01-17 00:30:45.127] V:4.152V | I:0.279A | mAh:1114.88
[2026-01-17 00:30:46.130] V:4.152V | I:0.278A | mAh:1114.96
[2026-01-17 00:30:47.134] V:4.156V | I:0.277A | mAh:1115.04
[2026-01-17 00:30:48.133] V:4.152V | I:0.276A | mAh:1115.11
[2026-01-17 00:30:49.133] V:4.152V | I:0.278A | mAh:1115.19
[2026-01-17 00:30:50.134] V:4.152V | I:0.278A | mAh:1115.27
[2026-01-17 00:30:51.137] V:4.152V | I:0.278A | mAh:1115.35
[2026-01-17 00:30:52.142] V:4.152V | I:0.277A | mAh:1115.42
[2026-01-17 00:30:53.149] V:4.148V | I:0.277A | mAh:1115.50
[2026-01-17 00:30:54.151] V:4.152V | I:0.277A | mAh:1115.58
[2026-01-17 00:30:55.155] V:4.152V | I:0.278A | mAh:1115.66
[2026-01-17 00:30:56.159] V:4.152V | I:0.276A | mAh:1115.73
[2026-01-17 00:30:57.161] V:4.152V | I:0.278A | mAh:1115.81
[2026-01-17 00:30:58.149] V:4.152V | I:0.277A | mAh:1115.89
[2026-01-17 00:30:59.151] V:4.152V | I:0.277A | mAh:1115.96
[2026-01-17 00:31:00.167] V:4.152V | I:0.276A | mAh:1116.04
[2026-01-17 00:31:01.169] V:4.152V | I:0.278A | mAh:1116.12
[2026-01-17 00:31:02.172] V:4.152V | I:0.276A | mAh:1116.19
[2026-01-17 00:31:03.173] V:4.156V | I:0.278A | mAh:1116.27
[2026-01-17 00:31:04.163] V:4.156V | I:0.276A | mAh:1116.35
[2026-01-17 00:31:05.174] V:4.152V | I:0.277A | mAh:1116.43
[2026-01-17 00:31:06.180] V:4.152V | I:0.277A | mAh:1116.50
[2026-01-17 00:31:07.169] V:4.156V | I:0.277A | mAh:1116.58
[2026-01-17 00:31:08.175] V:4.152V | I:0.277A | mAh:1116.66
[2026-01-17 00:31:09.182] V:4.152V | I:0.275A | mAh:1116.73
[2026-01-17 00:31:10.187] V:4.152V | I:0.277A | mAh:1116.81
[2026-01-17 00:31:11.180] V:4.152V | I:0.277A | mAh:1116.89
[2026-01-17 00:31:12.189] V:4.148V | I:0.276A | mAh:1116.96
[2026-01-17 00:31:13.182] V:4.152V | I:0.277A | mAh:1117.04
[2026-01-17 00:31:14.189] V:4.152V | I:0.278A | mAh:1117.12
[2026-01-17 00:31:15.183] V:4.148V | I:0.277A | mAh:1117.20
[2026-01-17 00:31:16.191] V:4.152V | I:0.276A | mAh:1117.27
[2026-01-17 00:31:17.196] V:4.152V | I:0.276A | mAh:1117.35
[2026-01-17 00:31:18.190] V:4.152V | I:0.275A | mAh:1117.43
[2026-01-17 00:31:19.192] V:4.152V | I:0.276A | mAh:1117.50
[2026-01-17 00:31:20.192] V:4.156V | I:0.274A | mAh:1117.58
[2026-01-17 00:31:21.198] V:4.152V | I:0.273A | mAh:1117.66
[2026-01-17 00:31:22.198] V:4.152V | I:0.274A | mAh:1117.73
[2026-01-17 00:31:23.200] V:4.156V | I:0.274A | mAh:1117.81
[2026-01-17 00:31:24.202] V:4.156V | I:0.275A | mAh:1117.88
[2026-01-17 00:31:25.206] V:4.152V | I:0.273A | mAh:1117.96
[2026-01-17 00:31:26.218] V:4.152V | I:0.273A | mAh:1118.04
[2026-01-17 00:31:27.220] V:4.152V | I:0.274A | mAh:1118.11
[2026-01-17 00:31:28.222] V:4.152V | I:0.274A | mAh:1118.19
[2026-01-17 00:31:29.223] V:4.156V | I:0.272A | mAh:1118.26
[2026-01-17 00:31:30.227] V:4.156V | I:0.274A | mAh:1118.34
[2026-01-17 00:31:31.229] V:4.156V | I:0.275A | mAh:1118.42
[2026-01-17 00:31:32.216] V:4.156V | I:0.273A | mAh:1118.49
[2026-01-17 00:31:33.232] V:4.152V | I:0.274A | mAh:1118.57
[2026-01-17 00:31:34.221] V:4.156V | I:0.275A | mAh:1118.65
[2026-01-17 00:31:35.224] V:4.156V | I:0.274A | mAh:1118.72
[2026-01-17 00:31:36.226] V:4.148V | I:0.273A | mAh:1118.80
[2026-01-17 00:31:37.227] V:4.152V | I:0.272A | mAh:1118.87
[2026-01-17 00:31:38.230] V:4.152V | I:0.272A | mAh:1118.95
[2026-01-17 00:31:39.233] V:4.156V | I:0.275A | mAh:1119.03
[2026-01-17 00:31:40.233] V:4.152V | I:0.274A | mAh:1119.10
[2026-01-17 00:31:41.234] V:4.152V | I:0.273A | mAh:1119.18
[2026-01-17 00:31:42.236] V:4.152V | I:0.273A | mAh:1119.25
[2026-01-17 00:31:43.238] V:4.152V | I:0.271A | mAh:1119.33
[2026-01-17 00:31:44.242] V:4.152V | I:0.271A | mAh:1119.41
[2026-01-17 00:31:45.246] V:4.152V | I:0.271A | mAh:1119.48
[2026-01-17 00:31:46.248] V:4.156V | I:0.271A | mAh:1119.56
[2026-01-17 00:31:47.259] V:4.152V | I:0.272A | mAh:1119.63
[2026-01-17 00:31:48.264] V:4.152V | I:0.270A | mAh:1119.71
[2026-01-17 00:31:49.265] V:4.156V | I:0.273A | mAh:1119.78
[2026-01-17 00:31:50.267] V:4.152V | I:0.271A | mAh:1119.86
[2026-01-17 00:31:51.255] V:4.152V | I:0.271A | mAh:1119.93
[2026-01-17 00:31:52.257] V:4.152V | I:0.273A | mAh:1120.01
[2026-01-17 00:31:53.263] V:4.156V | I:0.272A | mAh:1120.09
[2026-01-17 00:31:54.266] V:4.156V | I:0.270A | mAh:1120.16
[2026-01-17 00:31:55.271] V:4.152V | I:0.272A | mAh:1120.24
[2026-01-17 00:31:56.276] V:4.160V | I:0.269A | mAh:1120.31
[2026-01-17 00:31:57.280] V:4.156V | I:0.271A | mAh:1120.39
[2026-01-17 00:31:58.271] V:4.156V | I:0.272A | mAh:1120.46
[2026-01-17 00:31:59.274] V:4.156V | I:0.272A | mAh:1120.54
[2026-01-17 00:32:00.282] V:4.156V | I:0.272A | mAh:1120.61
[2026-01-17 00:32:01.285] V:4.156V | I:0.271A | mAh:1120.69
[2026-01-17 00:32:02.278] V:4.152V | I:0.272A | mAh:1120.77
[2026-01-17 00:32:03.282] V:4.156V | I:0.271A | mAh:1120.84
[2026-01-17 00:32:04.288] V:4.152V | I:0.269A | mAh:1120.92
[2026-01-17 00:32:05.297] V:4.156V | I:0.269A | mAh:1120.99
[2026-01-17 00:32:06.289] V:4.156V | I:0.269A | mAh:1121.07
[2026-01-17 00:32:07.297] V:4.156V | I:0.271A | mAh:1121.14
[2026-01-17 00:32:08.290] V:4.152V | I:0.268A | mAh:1121.22
[2026-01-17 00:32:09.298] V:4.152V | I:0.270A | mAh:1121.29
[2026-01-17 00:32:10.301] V:4.156V | I:0.269A | mAh:1121.37
[2026-01-17 00:32:11.306] V:4.156V | I:0.269A | mAh:1121.44
[2026-01-17 00:32:12.302] V:4.156V | I:0.270A | mAh:1121.52
[2026-01-17 00:32:13.301] V:4.156V | I:0.268A | mAh:1121.59
[2026-01-17 00:32:14.312] V:4.152V | I:0.269A | mAh:1121.66
[2026-01-17 00:32:15.302] V:4.156V | I:0.268A | mAh:1121.74
[2026-01-17 00:32:16.311] V:4.152V | I:0.267A | mAh:1121.81
[2026-01-17 00:32:17.318] V:4.152V | I:0.267A | mAh:1121.89
[2026-01-17 00:32:18.309] V:4.156V | I:0.269A | mAh:1121.96
[2026-01-17 00:32:19.317] V:4.156V | I:0.270A | mAh:1122.04
[2026-01-17 00:32:20.321] V:4.152V | I:0.269A | mAh:1122.11
[2026-01-17 00:32:21.329] V:4.156V | I:0.270A | mAh:1122.19
[2026-01-17 00:32:22.318] V:4.152V | I:0.267A | mAh:1122.26
[2026-01-17 00:32:23.327] V:4.156V | I:0.267A | mAh:1122.34
[2026-01-17 00:32:24.331] V:4.156V | I:0.266A | mAh:1122.41
[2026-01-17 00:32:25.323] V:4.156V | I:0.266A | mAh:1122.48
[2026-01-17 00:32:26.325] V:4.156V | I:0.267A | mAh:1122.56
[2026-01-17 00:32:27.331] V:4.156V | I:0.266A | mAh:1122.63
[2026-01-17 00:32:28.331] V:4.156V | I:0.266A | mAh:1122.71
[2026-01-17 00:32:29.344] V:4.156V | I:0.265A | mAh:1122.78
[2026-01-17 00:32:30.331] V:4.152V | I:0.265A | mAh:1122.85
[2026-01-17 00:32:31.348] V:4.156V | I:0.267A | mAh:1122.93
[2026-01-17 00:32:32.336] V:4.152V | I:0.265A | mAh:1123.00
[2026-01-17 00:32:33.341] V:4.156V | I:0.265A | mAh:1123.08
[2026-01-17 00:32:34.352] V:4.156V | I:0.264A | mAh:1123.15
[2026-01-17 00:32:35.345] V:4.152V | I:0.265A | mAh:1123.22
[2026-01-17 00:32:36.353] V:4.152V | I:0.265A | mAh:1123.30
[2026-01-17 00:32:37.347] V:4.156V | I:0.265A | mAh:1123.37
[2026-01-17 00:32:38.349] V:4.152V | I:0.266A | mAh:1123.45
[2026-01-17 00:32:39.362] V:4.156V | I:0.266A | mAh:1123.52
[2026-01-17 00:32:40.360] V:4.160V | I:0.265A | mAh:1123.59
[2026-01-17 00:32:41.360] V:4.152V | I:0.265A | mAh:1123.67
[2026-01-17 00:32:42.362] V:4.156V | I:0.265A | mAh:1123.74
[2026-01-17 00:32:43.366] V:4.156V | I:0.264A | mAh:1123.81
[2026-01-17 00:32:44.370] V:4.156V | I:0.265A | mAh:1123.89
[2026-01-17 00:32:45.374] V:4.156V | I:0.267A | mAh:1123.96
[2026-01-17 00:32:46.379] V:4.156V | I:0.265A | mAh:1124.04
[2026-01-17 00:32:47.376] V:4.156V | I:0.264A | mAh:1124.11
[2026-01-17 00:32:48.379] V:4.152V | I:0.264A | mAh:1124.18
[2026-01-17 00:32:49.381] V:4.156V | I:0.264A | mAh:1124.26
[2026-01-17 00:32:50.386] V:4.152V | I:0.263A | mAh:1124.33
[2026-01-17 00:32:51.374] V:4.152V | I:0.264A | mAh:1124.40
[2026-01-17 00:32:52.387] V:4.156V | I:0.263A | mAh:1124.48
[2026-01-17 00:32:53.379] V:4.152V | I:0.263A | mAh:1124.55
[2026-01-17 00:32:54.381] V:4.152V | I:0.263A | mAh:1124.62
[2026-01-17 00:32:55.387] V:4.156V | I:0.263A | mAh:1124.70
[2026-01-17 00:32:56.388] V:4.152V | I:0.264A | mAh:1124.77
[2026-01-17 00:32:57.396] V:4.156V | I:0.263A | mAh:1124.84
[2026-01-17 00:32:58.389] V:4.152V | I:0.267A | mAh:1124.92
[2026-01-17 00:32:59.394] V:4.152V | I:0.262A | mAh:1124.99
[2026-01-17 00:33:00.395] V:4.156V | I:0.263A | mAh:1125.06
[2026-01-17 00:33:01.398] V:4.152V | I:0.262A | mAh:1125.14
[2026-01-17 00:33:02.403] V:4.156V | I:0.263A | mAh:1125.21
[2026-01-17 00:33:03.404] V:4.160V | I:0.261A | mAh:1125.28
[2026-01-17 00:33:04.404] V:4.156V | I:0.261A | mAh:1125.35
[2026-01-17 00:33:05.410] V:4.156V | I:0.263A | mAh:1125.43
[2026-01-17 00:33:06.407] V:4.156V | I:0.260A | mAh:1125.50
[2026-01-17 00:33:07.405] V:4.156V | I:0.260A | mAh:1125.57
[2026-01-17 00:33:08.422] V:4.156V | I:0.260A | mAh:1125.64
[2026-01-17 00:33:09.410] V:4.156V | I:0.262A | mAh:1125.72
[2026-01-17 00:33:10.426] V:4.156V | I:0.263A | mAh:1125.79
[2026-01-17 00:33:11.425] V:4.152V | I:0.262A | mAh:1125.86
[2026-01-17 00:33:12.426] V:4.156V | I:0.261A | mAh:1125.94
[2026-01-17 00:33:13.422] V:4.160V | I:0.261A | mAh:1126.01
[2026-01-17 00:33:14.422] V:4.156V | I:0.262A | mAh:1126.08
[2026-01-17 00:33:15.434] V:4.156V | I:0.260A | mAh:1126.15
[2026-01-17 00:33:16.434] V:4.152V | I:0.260A | mAh:1126.23
[2026-01-17 00:33:17.432] V:4.156V | I:0.261A | mAh:1126.30
[2026-01-17 00:33:18.433] V:4.156V | I:0.260A | mAh:1126.37
[2026-01-17 00:33:19.435] V:4.152V | I:0.261A | mAh:1126.44
[2026-01-17 00:33:20.432] V:4.160V | I:0.261A | mAh:1126.52
[2026-01-17 00:33:21.434] V:4.156V | I:0.260A | mAh:1126.59
[2026-01-17 00:33:22.449] V:4.156V | I:0.260A | mAh:1126.66
[2026-01-17 00:33:23.451] V:4.156V | I:0.261A | mAh:1126.73
[2026-01-17 00:33:24.450] V:4.152V | I:0.260A | mAh:1126.81
[2026-01-17 00:33:25.451] V:4.156V | I:0.260A | mAh:1126.88
[2026-01-17 00:33:26.452] V:4.156V | I:0.262A | mAh:1126.95
[2026-01-17 00:33:27.448] V:4.152V | I:0.262A | mAh:1127.02
[2026-01-17 00:33:28.449] V:4.156V | I:0.262A | mAh:1127.10
[2026-01-17 00:33:29.463] V:4.156V | I:0.261A | mAh:1127.17
[2026-01-17 00:33:30.465] V:4.160V | I:0.260A | mAh:1127.24
[2026-01-17 00:33:31.466] V:4.156V | I:0.258A | mAh:1127.31
[2026-01-17 00:33:32.460] V:4.152V | I:0.260A | mAh:1127.39
[2026-01-17 00:33:33.472] V:4.156V | I:0.260A | mAh:1127.46
[2026-01-17 00:33:34.472] V:4.156V | I:0.259A | mAh:1127.53
[2026-01-17 00:33:35.472] V:4.152V | I:0.259A | mAh:1127.60
[2026-01-17 00:33:36.468] V:4.156V | I:0.260A | mAh:1127.68
[2026-01-17 00:33:37.465] V:4.156V | I:0.259A | mAh:1127.75
[2026-01-17 00:33:38.481] V:4.156V | I:0.259A | mAh:1127.82
[2026-01-17 00:33:39.482] V:4.160V | I:0.258A | mAh:1127.89
[2026-01-17 00:33:40.485] V:4.156V | I:0.258A | mAh:1127.96
[2026-01-17 00:33:41.483] V:4.152V | I:0.257A | mAh:1128.03
[2026-01-17 00:33:42.483] V:4.156V | I:0.258A | mAh:1128.11
[2026-01-17 00:33:43.490] V:4.156V | I:0.258A | mAh:1128.18
[2026-01-17 00:33:44.491] V:4.160V | I:0.257A | mAh:1128.25
[2026-01-17 00:33:45.489] V:4.156V | I:0.257A | mAh:1128.32
[2026-01-17 00:33:46.485] V:4.156V | I:0.257A | mAh:1128.39
[2026-01-17 00:33:47.487] V:4.156V | I:0.257A | mAh:1128.46
[2026-01-17 00:33:48.488] V:4.160V | I:0.257A | mAh:1128.54
[2026-01-17 00:33:49.491] V:4.156V | I:0.255A | mAh:1128.61
[2026-01-17 00:33:50.496] V:4.156V | I:0.257A | mAh:1128.68
[2026-01-17 00:33:51.507] V:4.156V | I:0.257A | mAh:1128.75
[2026-01-17 00:33:52.510] V:4.156V | I:0.256A | mAh:1128.82
[2026-01-17 00:33:53.508] V:4.156V | I:0.256A | mAh:1128.89
[2026-01-17 00:33:54.511] V:4.156V | I:0.257A | mAh:1128.96
[2026-01-17 00:33:55.508] V:4.156V | I:0.254A | mAh:1129.04
[2026-01-17 00:33:56.507] V:4.160V | I:0.256A | mAh:1129.11
[2026-01-17 00:33:57.512] V:4.160V | I:0.254A | mAh:1129.18
[2026-01-17 00:33:58.513] V:4.156V | I:0.256A | mAh:1129.25
[2026-01-17 00:33:59.518] V:4.156V | I:0.255A | mAh:1129.32
[2026-01-17 00:34:00.517] V:4.156V | I:0.256A | mAh:1129.39
[2026-01-17 00:34:01.518] V:4.156V | I:0.256A | mAh:1129.46
[2026-01-17 00:34:02.520] V:4.160V | I:0.255A | mAh:1129.53
[2026-01-17 00:34:03.522] V:4.152V | I:0.254A | mAh:1129.60
